Timestamp,Note,Rating
2025-06-22T15:14:02Z,everyone in my household is pooping at once,3.0
2025-06-20T15:27:12Z,good texture,4.0
2025-06-19T22:58:10Z,"thanks, boba",4.0
2025-06-19T15:09:27Z,had to leave the baby behind,2.0
2025-06-19T00:02:25Z,"hard, I need fiber",2.0
2025-06-18T14:40:14Z,"wow, I have cleansed",5.0
2025-06-16T15:59:11Z,AHHHH,2.0
2025-06-16T14:11:43Z,I needed this,5.0
2025-06-13T19:23:37Z,boom boom,4.0
2025-06-11T18:00:34Z,Que sorpresa ,3.0
2025-06-10T18:21:44Z,rushed away from the baby,4.0
2025-06-09T02:02:17Z,sucked,1.0
2025-06-06T14:41:33Z,a forcing function,3.0
2025-06-04T13:44:26Z,angry this got me out of bed,2.0
2025-06-03T13:52:35Z,good morning world,4.0
2025-06-01T19:20:09Z,"wow, okay, big, and beautiful ",5.0
2025-05-30T16:38:24Z,somewhat pathetic,3.0
2025-05-29T20:41:04Z,what a shame,2.0
2025-05-29T15:22:49Z,just ok,3.0
2025-05-28T21:16:01Z,couldn't hold it in,2.0
2025-05-26T14:23:45Z,anotha day anotha dolla ,3.0
2025-05-25T16:47:28Z,honestly inconvenient,3.0
2025-05-24T18:27:47Z,so large,4.0
2025-05-23T18:52:33Z,my back hurt,3.0
2025-05-21T23:17:06Z,sudden urgent explosion,4.0
2025-05-20T15:17:47Z,"wow, a good emptying",5.0
2025-05-19T18:59:24Z,"wow, big ",4.0
2025-05-19T14:26:47Z,"neutral, not great, eh?",2.0
2025-05-18T14:43:25Z,kinda hard,3.0
2025-05-17T12:52:14Z,morning,3.0
2025-05-16T17:27:08Z,sudden,4.0
2025-05-15T14:55:00Z,mega,5.0
2025-05-13T17:38:01Z,owie otra vez?? en esta economía????,2.0
2025-05-12T20:54:15Z,owie,3.0
2025-05-12T15:24:44Z,I need more water,4.0
2025-05-10T20:26:42Z,where did you come from,4.0
2025-05-08T13:16:49Z,so much cramping,2.0
2025-05-07T14:14:42Z,cramped a lot before it came out,3.0
2025-05-06T14:09:12Z,pretty smooth,3.0
2025-05-05T22:55:45Z,wow. wowowow.,5.0
2025-05-05T13:08:15Z,it is morning,3.0
2025-05-04T13:43:48Z,it got the job done,3.0
2025-05-02T13:26:51Z,slid right out,4.0
2025-05-01T19:39:36Z,stinky,3.0
2025-05-01T15:57:33Z,"agony, but good poo",4.0
2025-04-30T15:22:33Z,"so much cramping, owie",2.0
2025-04-30T00:22:07Z,"wow let's go, hardly any cramping",5.0
2025-04-29T12:19:37Z,"let's gooo, finally seeing some good ones",4.0
2025-04-29T02:56:44Z,AT LAST SWEET RELIEF,3.0
2025-04-28T12:17:42Z,"realistically? objectively? this is a 1 star. very bad, tiny, hard. but, I had a baby, I finally pooped, and so we celebrate.",5.0
2025-04-25T11:15:40Z,last one for REAL before giving birth,4.0
2025-04-25T02:25:42Z,"hard again, maybe last one before giving birth",2.0
2025-04-23T20:21:44Z,now that's what I call flow,4.0
2025-04-23T18:36:59Z,"firm, steady",3.0
2025-04-22T18:18:59Z,"okay fine, fine",3.0
2025-04-21T19:53:06Z,terrible,1.0
2025-04-21T18:03:35Z,"oh no, back to hard",2.0
2025-04-18T14:27:13Z,power,4.0
2025-04-17T15:39:23Z,TOO MUCH SOFTNESS,1.0
2025-04-15T16:48:33Z,need more softness,3.0
2025-04-15T02:45:27Z,I had to buy stool softeners,3.0
2025-04-13T19:34:14Z,more compression,2.0
2025-04-13T16:21:48Z,the preggo bod compresses too much,3.0
2025-04-13T04:14:44Z,took a lot of gas to get this going,3.0
2025-04-12T03:54:32Z,very hard and surprising,4.0
2025-04-11T00:49:37Z,a surprise,3.0
2025-04-09T18:59:56Z,so hard,2.0
2025-04-07T02:01:40Z,"small, but taut",3.0
2025-04-05T15:34:08Z,spicy,3.0
2025-04-03T22:17:58Z,"I was afraid to go up the stairs and groaned a mighty ""oh!"" as it emerged just when it needed to",4.0
2025-04-02T04:58:28Z,"dang, hard again",2.0
2025-03-31T19:03:06Z,hard,3.0
2025-03-29T21:52:02Z,too hard,3.0
2025-03-27T16:04:17Z,"eh, necessary",2.0
2025-03-27T05:56:44Z,no one mourns the wicked,2.0
2025-03-26T15:51:28Z,wow steady flow,4.0
2025-03-25T15:13:03Z,now I might be late to the doctor,3.0
2025-03-25T13:21:44Z,"so sudden, I may be late to a meeting now",4.0
2025-03-25T01:58:10Z,betrayal,1.0
2025-03-24T18:27:04Z,not as much substance but good exit,4.0
2025-03-24T15:11:42Z,dare I say clean? crisp? yet strong?,5.0
2025-03-23T17:48:37Z,far too challenging,2.0
2025-03-23T10:18:43Z,"this woke me up, still spicy, very upsetting ",1.0
2025-03-23T06:31:57Z,a spicy night,5.0
2025-03-21T17:05:06Z,"amazing, short yet powerful",5.0
2025-03-20T15:15:59Z,"okay, new day new me",4.0
2025-03-19T19:49:44Z,"eh, win some lose some",3.0
2025-03-19T17:14:03Z,big ,5.0
2025-03-18T15:44:38Z,quite good,4.0
2025-03-17T16:59:15Z,hard,3.0
2025-03-17T04:32:45Z,"why am I pooping so much, she asked, after eating almost an entire crate of berries",3.0
2025-03-16T23:15:31Z,terrible,1.0
2025-03-16T18:43:38Z,what a nice cleanse,4.0
2025-03-15T19:37:17Z,cryin and poopin,4.0
2025-03-14T16:20:52Z,"eh, just okay",2.0
2025-03-12T15:09:00Z,thought I clogged the toilet ,4.0
2025-03-13T16:04:30Z,my patience ,3.0
2025-03-10T15:25:44Z,chunky,4.0
2025-03-09T07:24:29Z,so spicy?,3.0
2025-03-08T18:50:01Z,"constipated, so much pushing ",2.0
2025-03-05T03:32:12Z,again??,2.0
2025-03-05T00:32:00Z,whoa,3.0
2025-03-04T17:30:57Z,goodness gracious,4.0
2025-03-03T18:59:30Z,I just unloaded so much that my back cracked,5.0
2025-03-03T02:33:31Z,"super sudden, but I waited for this. more is coming.",3.0
2025-03-02T04:41:40Z,took all day but now I'll think about it all night ,5.0
2025-02-26T17:06:24Z,"wow, explosive, and necessary ",4.0
2025-02-25T16:45:22Z,at last something normal,4.0
2025-02-25T03:08:34Z,my makeshift squatty potty is gone and my butt can tell ,2.0
2025-02-21T19:19:07Z,why was there so much,2.0
2025-02-21T16:17:03Z,stinky,3.0
2025-02-21T02:27:04Z,massive clean log,5.0
2025-02-18T22:43:28Z,where did you come from,4.0
2025-02-18T21:23:59Z,too hard,3.0
2025-02-17T02:49:32Z,too late,3.0
2025-02-15T07:49:31Z,a pleasant surprise,5.0
2025-02-13T17:03:55Z,explode,4.0
2025-02-12T19:22:42Z,so hearty,5.0
2025-02-10T20:46:21Z,a surprise,5.0
2025-02-10T16:11:46Z,satisfying,4.0
2025-02-10T04:02:59Z,go bears,3.0
2025-02-07T02:06:47Z,did not expect ,4.0
2025-02-06T15:44:53Z,caffeine works,4.0
2025-02-06T04:55:20Z,wow finally some productivity,3.0
2025-02-05T04:30:12Z,hard,2.0
2025-02-04T21:07:29Z,mid at best,2.0
2025-02-02T04:44:53Z,I'm not poopin often enough anymore,3.0
2025-01-29T16:44:25Z,productive,4.0
2025-01-28T19:16:58Z,oh... this was a lot,3.0
2025-01-28T15:58:45Z,ooh a little spicy,3.0
2025-01-27T21:10:21Z,good pick-me-up,4.0
2025-01-26T03:56:23Z,had to brew but what a nice and even flow,4.0
2025-01-24T20:54:42Z,wow good flow,4.0
2025-01-24T17:15:20Z,good,5.0
2025-01-24T01:45:37Z,very sudden,3.0
2025-01-23T12:28:50Z,why am I awake,3.0
2025-01-22T22:48:11Z,enormous,4.0
2025-01-21T18:45:55Z,I missed this,4.0
2025-01-18T02:37:56Z,not much substance but feeling a tiny bit better,2.0
2025-01-18T01:25:45Z,I want peace,1.0
2025-01-17T23:24:05Z,ugh,1.0
2025-01-17T21:41:06Z,man when will this end,1.0
2025-01-17T20:38:35Z,This is really gonna mess up my Poop Map averages for the year ,1.0
2025-01-17T19:17:11Z,I'm so sad,1.0
2025-01-17T18:25:17Z,this is really devastating,1.0
2025-01-17T17:48:36Z,I live here now,1.0
2025-01-17T15:05:50Z,I'm so sick,1.0
2025-01-17T14:30:21Z,oh man am I sick,1.0
2025-01-17T13:14:01Z,it burns,1.0
2025-01-17T08:54:54Z,turns out the one before this was an uncorking,3.0
2025-01-17T06:04:01Z,way too hard,2.0
2025-01-14T05:37:41Z,an evening treat,4.0
2025-01-12T21:43:57Z,SO much effort,3.0
2025-01-10T20:34:09Z,I squattied and I pottied,5.0
2025-01-10T08:08:40Z,too late,2.0
2025-01-09T19:24:52Z,angry poo,3.0
2025-01-07T21:37:18Z,wow I didn't expect this,4.0
2025-01-07T19:32:40Z,rushed at the end for a meeting,4.0
2025-01-07T04:38:05Z,I am using a roomba as a squatty potty out of desperation ,4.0
2025-01-05T17:14:39Z,"I waited so long for this, but it was only okay",3.0
2025-01-03T02:29:11Z,"I have a feeling a ""part 2"" is comin",4.0
2025-01-01T17:56:53Z,what a way to kick off the year,5.0
2024-12-31T02:19:24Z,bold and heroic,4.0
2024-12-29T07:37:36Z,somewhat pathetic,2.0
2024-12-27T02:53:57Z,an evening surprise,3.0
2024-12-26T17:23:27Z,my tea triggered a powerful avalanche,4.0
2024-12-26T07:11:56Z,merry Christmas to all and to all a good night ,5.0
2024-12-24T01:51:16Z,large with a hint of spice,3.0
2024-12-19T22:55:43Z,"really large, should've done this earlier",4.0
2024-12-17T21:20:38Z,a nearly perfect sphere,4.0
2024-12-16T17:49:36Z,"so massive, I needed this release",4.0
2024-12-15T17:17:00Z,wow,3.0
2024-12-12T17:18:41Z,what a powerful powerful feeling,5.0
2024-12-10T17:05:16Z,I exited a livestream for this downstairs exit,3.0
2024-12-09T16:19:45Z,"my poor toilet yearns for peace, but I did not bring it",5.0
2024-12-09T00:47:55Z,finally,4.0
2024-12-06T19:49:51Z,an uncorking for the ages,4.0
2024-12-04T20:14:30Z,wow this took a bit,3.0
2024-11-30T17:39:04Z,I almost didn't make it,4.0
2024-11-29T03:25:40Z,ultimate destruction ,4.0
2024-11-26T19:55:52Z,not comfy,2.0
2024-11-25T02:25:29Z,I needed this,5.0
2024-11-22T15:01:58Z,OH NO,1.0
2024-11-22T14:45:28Z,SO SPICY BUT I HAVE NOT GONE IN A WHILE,2.0
2024-11-18T15:23:00Z,ahhh,2.0
2024-11-18T02:51:47Z,goodness,3.0
2024-11-15T17:34:37Z,what a day,4.0
2024-11-14T18:17:54Z,there is nothing inside of me,3.0
2024-11-12T16:58:21Z,banger,5.0
2024-11-11T17:42:09Z,"oh my goodness, I needed this",5.0
2024-11-10T18:01:55Z,destruction,4.0
2024-11-08T16:51:06Z,"wow, massive, thank goodness",5.0
2024-11-07T17:32:51Z,I want a good poo,3.0
2024-11-06T18:46:25Z,not feeling good,2.0
2024-11-05T14:33:22Z,"not my favorite, far too liquid",2.0
2024-11-04T17:32:38Z,what a day,5.0
2024-11-03T18:20:38Z,what a powerful powerful feeling,5.0
2024-11-02T18:40:03Z,waited a while for this,3.0
2024-11-01T01:29:17Z,"diarrhea, not fun",2.0
2024-10-31T20:12:47Z,"so explosive and huge, but it took patience too",3.0
2024-10-30T04:29:13Z,"wow, amazing how if you eat a meal, you poop it out",4.0
2024-10-29T08:45:08Z,very big,4.0
2024-10-27T14:51:14Z,waste of time,1.0
2024-10-27T10:33:37Z,this woke me up,1.0
2024-10-26T06:31:00Z,I need to stop falling asleep before 8pm,3.0
2024-10-25T07:21:09Z,explodey ,3.0
2024-10-25T03:05:03Z,what a long day,3.0
2024-10-24T08:16:31Z,"late nite, poo alrite",4.0
2024-10-23T04:40:28Z,surprisingly hard,3.0
2024-10-22T11:35:30Z,weird and small,1.0
2024-10-22T02:01:51Z,"whoa poop map changed its styles
also the turd was too hard ",3.0
2024-10-21T03:50:24Z,my poor toilet,4.0
2024-10-20T04:18:34Z,will I ever be full again,2.0
2024-10-19T23:24:42Z,wow,4.0
2024-10-19T13:53:37Z,sneezed and more came out,3.0
2024-10-18T11:19:28Z,I do not want to be awake,2.0
2024-10-18T00:59:23Z,I am tired of pooping,2.0
2024-10-17T20:16:14Z,I have nothing left in my system,4.0
2024-10-17T18:52:00Z,"wow, much more than I expected",4.0
2024-10-17T05:41:33Z,fine,3.0
2024-10-16T16:30:36Z,sicky ,3.0
2024-10-16T13:30:32Z,nice,5.0
2024-10-16T04:01:09Z,home sweet home,5.0
2024-10-14T05:39:33Z,bye room,4.0
2024-10-13T12:12:54Z,long day,4.0
2024-10-13T00:28:35Z,tea works fast,3.0
2024-10-12T10:51:43Z,one of my highest elevation poops,3.0
2024-10-12T00:02:29Z,explosion,5.0
2024-10-11T06:00:00Z,rushed,3.0
2024-10-09T23:45:59Z,oh no,4.0
2024-10-09T22:01:40Z,solidly fine,4.0
2024-10-07T10:10:00Z,eh,2.0
2024-10-08T10:40:22Z,"just okay, took some coaxing",3.0
2024-10-07T00:56:10Z,honestly best poop in weeks,5.0
2024-10-05T01:58:08Z,omg,4.0
2024-10-04T23:30:44Z,"oh my word, the food, it's escaping, the food is escaping",5.0
2024-10-04T14:19:35Z,I never want to eat again ,3.0
2024-10-03T00:51:13Z,this took forever because Joe kept interrupting,3.0
2024-10-02T18:08:45Z,"I waited for this across countries and timezones, and at last it's here",4.0
2024-10-01T02:53:54Z,finally ,4.0
2024-09-29T05:55:35Z,sucked,1.0
2024-09-28T14:50:44Z,good morning,3.0
2024-09-27T15:30:48Z,rushed,4.0
2024-09-26T16:07:33Z,there is nothing in me,3.0
2024-09-25T15:49:34Z,I thought I had to puke but it was just a lot of poo,4.0
2024-09-24T16:33:47Z,I am a new woman,5.0
2024-09-22T23:21:37Z,am I ill ,3.0
2024-09-22T14:45:01Z,massive,4.0
2024-09-20T12:55:37Z,my back hurts,3.0
2024-09-19T18:08:05Z,I hate this,1.0
2024-09-19T15:24:27Z,"if I wasn't sick before, I am now",3.0
2024-09-19T12:59:39Z,"I'm exhausted, but this was my wake up call",4.0
2024-09-18T14:13:55Z,the Taco Bell cleanse,5.0
2024-09-17T12:37:48Z,I'm worried for my health,2.0
2024-09-16T12:58:20Z,good morning I guess,2.0
2024-09-14T15:07:54Z,I had to leave my baby because this was too much,3.0
2024-09-12T19:28:17Z,I must stop pooping,2.0
2024-09-12T14:08:06Z, There is nothing left in my body,3.0
2024-09-11T17:31:59Z,"wow what a dump, not a surprise but definitely more than I bargained for",4.0
2024-09-11T12:46:06Z,what a way to wake up,2.0
2024-09-10T19:52:24Z,what a bomb,3.0
2024-09-09T18:10:48Z,I cannot stop,3.0
2024-09-09T14:13:58Z,unfortunate and gross,2.0
2024-09-08T16:02:28Z,I hope my toilet forgives me,1.0
2024-09-07T15:48:26Z,I had to hide away from my child,4.0
2024-09-06T15:41:46Z,almost didn't make it,3.0
2024-09-05T14:51:19Z,I exploded,2.0
2024-09-04T19:36:56Z,how much more empty can I be,3.0
2024-09-04T15:58:12Z,there is nothing left in my body,4.0
2024-09-03T14:46:58Z,corn,4.0
2024-09-02T21:42:25Z,this was a surprise,3.0
2024-09-02T14:08:22Z,sprinted so fast for this,4.0
2024-09-01T15:25:55Z,"spicy, massive, scary",4.0
2024-09-01T01:19:39Z,log,3.0
2024-08-31T20:59:29Z,oh my word,5.0
2024-08-31T15:14:12Z, Extreme devastation ,5.0
2024-08-30T21:56:42Z,I thought this would be my period but it was just really massive,4.0
2024-08-30T14:31:57Z,boring,2.0
2024-08-29T15:10:52Z,wow what a surprise,4.0
2024-08-28T17:39:16Z,I needed this relief,4.0
2024-08-27T14:55:14Z,I sprinted in a panic. Joe is also pooping. I am out of toilet paper. I am alone.,3.0
2024-08-26T17:39:50Z,wow good one,5.0
2024-08-24T15:02:00Z,my poor child I had to abandon her to explode (she is safe and next to me),4.0
2024-08-24T00:09:36Z,too hard,3.0
2024-08-22T15:05:36Z,wow I am late for a meeting now,4.0
2024-08-21T16:39:47Z,there is nothing left in my body,4.0
2024-08-21T02:18:57Z,the skies have cleared and so have I ,5.0
2024-08-19T17:22:58Z,"oh no, am I sick",2.0
2024-08-19T15:26:16Z,"I feared for the flush, for it was not strong enough",4.0
2024-08-17T19:18:09Z,what a spicy burst,4.0
2024-08-16T22:22:00Z,interrupted,3.0
2024-08-15T15:01:34Z,"ran for this, and it was stinky",4.0
2024-08-14T19:01:07Z,"tolerable, kind of chunky",3.0
2024-08-13T19:04:15Z,"peaceful, robust",4.0
2024-08-13T15:47:00Z,meh,2.0
2024-08-13T02:56:20Z,"sweet release, took some time",4.0
2024-08-11T22:29:02Z,lots of early interruptions but a smooth finish,3.0
2024-08-10T19:56:52Z,I was nervous about the magnitude,3.0
2024-08-10T14:05:57Z,what a way to kick off the day,4.0
2024-08-08T19:37:20Z,thick,3.0
2024-08-07T19:32:13Z,"very small, and stupid",2.0
2024-08-06T20:47:56Z,I am so sleepy,2.0
2024-08-05T14:59:53Z,mid,3.0
2024-08-05T04:47:46Z,"eh, too late ",3.0
2024-08-02T14:55:15Z,pain,1.0
2024-08-02T06:01:59Z,hot pot is seeking revenge,1.0
2024-08-01T19:01:06Z,pre-hot pot let's go,4.0
2024-07-31T17:00:00Z,alright,3.0
2024-07-30T15:24:20Z,I kicked Joe out of the bathroom,4.0
2024-07-29T15:02:43Z,I've waited for something as lovely as this,5.0
2024-07-25T14:59:16Z,did a very risky fart and I had to run,4.0
2024-07-24T16:32:12Z,"Kind of disappointing, I expected more from myself ",2.0
2024-07-23T16:07:49Z,I sprinted,3.0
2024-07-22T15:50:49Z,I'm so cleansed,4.0
2024-07-21T18:43:42Z,quick interlude,4.0
2024-07-21T15:52:33Z,devastating,4.0
2024-07-21T01:45:49Z,I wanted to shower but had to empty first,3.0
2024-07-19T21:27:08Z,way bigger than I expected,4.0
2024-07-18T17:58:51Z,faster than I would have liked,3.0
2024-07-16T15:18:55Z,this is what I was waiting for,4.0
2024-07-15T17:41:43Z,where the heck did you come from,3.0
2024-07-15T16:34:40Z,"all business, no pleasure",2.0
2024-07-15T07:01:32Z,"so hard, not good",1.0
2024-07-14T14:11:57Z,PUMPKIN SEEEEEDS,5.0
2024-07-14T00:25:41Z,what a night ,4.0
2024-07-12T21:31:30Z,volume,3.0
2024-07-11T19:53:53Z,what an experience,5.0
2024-07-10T18:48:28Z,tea and chia does it again and again and again,5.0
2024-07-09T15:22:24Z,I seek forgiveness for what I have done,4.0
2024-07-08T15:17:07Z,"once again, tea and chia will destroy and ravage",4.0
2024-07-07T23:49:53Z,I am unwell,2.0
2024-07-07T21:41:48Z,ch ch ch chia,5.0
2024-07-07T20:51:26Z,"silence, serenity",3.0
2024-07-06T19:02:11Z,so violent,4.0
2024-07-06T16:43:51Z,chia and chai,5.0
2024-07-04T16:06:16Z,chia seeds are so powerful,5.0
2024-07-02T15:43:59Z,post podcast poos,4.0
2024-06-30T23:49:07Z,my period has finally ended,4.0
2024-06-30T03:28:13Z,"not my favorite, but we take what we can get",3.0
2024-06-28T23:46:37Z,I love home,4.0
2024-06-27T17:32:46Z, I had three breakfasts,3.0
2024-06-26T14:30:20Z,"good morning, wow",5.0
2024-06-25T14:28:47Z,"oh no, my period came a little early, crap",1.0
2024-06-24T20:20:13Z,where did you come from,4.0
2024-06-24T17:35:21Z,not my favorite but probs because of plane compression,2.0
2024-06-24T03:30:34Z,wow I did not expect this,4.0
2024-06-22T19:32:37Z,this did it,4.0
2024-06-20T20:57:55Z,oh no,2.0
2024-06-20T19:03:07Z,my body is shriveled ,2.0
2024-06-20T15:22:30Z,I'm empty,3.0
2024-06-18T16:33:23Z,I am a shell,3.0
2024-06-17T19:47:05Z,"oh my word, my body",3.0
2024-06-17T15:20:39Z,Mondays amirite,4.0
2024-06-16T16:54:00Z,home sweet home,4.0
2024-06-15T11:51:15Z,"Finland has such cute bathrooms, all poops are good here ",5.0
2024-06-14T11:17:03Z,oh my word I am never drinking kombucha again,4.0
2024-06-13T20:13:18Z,what an amazing feeling ,5.0
2024-06-12T20:16:08Z,Guten Abend,4.0
2024-06-11T15:17:39Z,bigger than before,5.0
2024-06-11T14:22:48Z,wow I am exhausted ,3.0
2024-06-10T19:01:16Z,this was the revenge,1.0
2024-06-10T15:28:06Z,my toilet will one day want revenge on me,5.0
2024-06-09T15:14:07Z,holy poo,4.0
2024-06-07T23:54:33Z,sudden stinky,2.0
2024-06-07T15:56:50Z,"meh, not great but not bad",3.0
2024-06-04T20:12:00Z,what is wrong with me,2.0
2024-06-04T16:00:28Z,my poor toilet,4.0
2024-06-04T03:20:28Z,devastating and shocking,3.0
2024-06-03T18:28:13Z,not good but enough substance to earn a 2,2.0
2024-06-03T16:16:17Z,"large, hot, heavy ",4.0
2024-06-03T01:49:52Z,what a day,4.0
2024-06-02T01:26:10Z,where did you come from,3.0
2024-06-01T23:11:41Z,too much air ,3.0
2024-05-30T17:59:20Z,period poo,2.0
2024-05-29T17:27:01Z,did my period start? did it?,3.0
2024-05-28T18:36:08Z,my hormones suck rn,2.0
2024-05-28T02:19:12Z," The people have left, time to dump",3.0
2024-05-27T15:24:29Z,home sweet home,4.0
2024-05-25T20:38:52Z,wicked hahd ,3.0
2024-05-23T16:24:01Z,"post tea, part doo",4.0
2024-05-23T15:23:00Z,post tea,3.0
2024-05-22T16:43:03Z,absolutely massive,4.0
2024-05-21T14:30:12Z,sad,2.0
2024-05-20T16:28:07Z,big,4.0
2024-05-19T22:12:42Z,surprise Spice,3.0
2024-05-19T14:37:38Z,Joe is gone so Nadia is just watching me poo,3.0
2024-05-18T20:38:11Z,all of my social exhaustion revealed itself in poo form ,4.0
2024-05-16T15:02:29Z,massive,5.0
2024-05-15T15:18:22Z,rushed,3.0
2024-05-14T20:41:10Z,uh oh I think I am unwell,2.0
2024-05-14T14:29:10Z,"wow, I am empty",4.0
2024-05-13T15:11:17Z,I sprinted,4.0
2024-05-13T00:09:54Z,a lil spicy,4.0
2024-05-11T14:40:52Z,a sudden flood,3.0
2024-05-10T02:42:09Z,bad,1.0
2024-05-09T17:45:15Z,sprinted away from my machine,3.0
2024-05-08T18:47:53Z,I am exhausted,2.0
2024-05-08T14:36:47Z,"oh goodness me, what a morning",3.0
2024-05-08T04:28:58Z,really massive,4.0
2024-05-05T21:25:43Z,I'm so tired,3.0
2024-05-05T14:09:02Z,"first poop drop on a new phone, heyo",5.0
2024-05-03T19:07:50Z,a late tea experience,4.0
